Lng,Lat,square,livingRoom,drawingRoom,kitchen,bathRoom,ladderRatio,elevator,subway,floor_new,constructionTime_new,buildingType_1.0,buildingType_2.0,buildingType_3.0,buildingType_4.0,buildingStructure_1,buildingStructure_2,buildingStructure_3,buildingStructure_4,buildingStructure_5,buildingStructure_6,totalPrice,predict_price,error
116.353434,39.940291,44.3,1,1,1,1,0.25,1,1,19,1988,1,0,0,0,0,0,0,0,0,1,580.0,418,27
116.329607,39.758883,75.21,2,1,1,1,0.5,0,1,6,1997,0,0,0,1,0,1,0,0,0,0,314.0,264,15
116.328627,39.979037,73.2,3,1,1,1,0.333,0,1,6,1988,0,0,0,1,0,1,0,0,0,0,633.0,660,-4
116.16963,39.760938,87.69,2,1,1,1,0.333,1,0,12,2012,0,0,1,0,0,0,0,0,0,1,207.0,262,-26
116.482231,40.009521,160.47,3,3,1,2,0.5,0,1,6,1997,0,0,0,1,0,0,0,1,0,0,726.0,714,1
116.437968,39.959943,73.1,3,1,1,1,0.5,0,1,6,1993,0,0,0,1,0,1,0,0,0,0,400.0,489,-22
116.442526,39.972399,58.42,2,1,1,1,0.2,0,1,6,1988,0,0,0,1,0,1,0,0,0,0,240.0,375,-56
116.483264,39.902287,81.19,1,1,1,1,0.125,1,1,12,2008,0,0,1,0,0,0,0,0,0,1,530.0,498,5
116.354329,39.88607800000001,55.52,1,1,1,1,0.333,1,0,21,2005,1,0,0,0,0,0,0,0,0,1,568.0,381,32
116.445996,40.069568,129.82,3,1,1,2,0.5,0,0,7,2001,0,0,0,1,0,1,0,0,0,0,350.0,459,-31
116.441929,39.934083,64.12,2,1,1,1,0.25,1,1,16,1987,1,0,0,0,0,0,0,0,0,1,493.0,480,2
116.594761,39.921447,56.38,1,1,1,1,0.333,0,0,5,2004,0,0,0,1,0,1,0,0,0,0,295.0,269,8
116.311776,40.084907,73.73,2,1,1,1,0.5,0,0,6,2005,0,0,0,1,0,1,0,0,0,0,284.5,328,-15
116.325575,39.88657,124.69,3,2,1,1,0.667,1,1,15,2006,0,0,1,0,0,0,0,0,0,1,1094.9,862,21
116.425304,40.11255300000001,126.83,3,1,1,2,0.5,0,0,6,2004,0,0,0,1,0,1,0,0,0,0,375.0,337,10
116.46353899999998,39.987791,125.9,2,1,1,2,1.0,1,0,22,2007,0,0,1,0,0,0,0,0,0,1,720.0,934,-29
116.353594,40.088104,130.99,3,1,1,2,0.5,0,0,6,2003,0,0,0,1,0,0,0,1,0,0,380.0,428,-12
116.327846,40.08491400000001,210.19,5,2,1,3,0.5,0,0,7,2001,0,0,0,1,0,0,0,1,0,0,668.0,569,14
116.372605,39.949564,52.92,1,1,1,1,0.333,0,1,6,2003,0,0,0,1,0,1,0,0,0,0,495.0,537,-8
116.403478,39.963248,61.73,2,1,1,1,0.5,0,1,6,1983,0,0,0,1,0,1,0,0,0,0,710.0,583,17
116.428732,40.048486,139.41,3,1,1,1,0.3,1,1,25,2005,1,0,0,0,0,0,0,0,0,1,660.0,665,0
116.599448,40.048301,83.05,2,1,1,1,0.5,0,0,6,1993,0,0,0,1,0,1,0,0,0,0,175.0,253,-44
116.441781,39.991956,66.56,2,1,1,1,1.0,1,1,14,1998,0,0,0,1,0,1,0,0,0,0,555.0,433,21
116.351155,40.045361,62.84,1,1,1,1,0.333,1,0,15,2003,0,0,0,1,0,0,0,0,0,1,479.0,337,29
116.330198,40.07422800000001,101.0,2,2,1,1,0.5,1,1,15,2007,0,0,0,1,0,0,0,0,0,1,396.6,451,-13
116.285444,39.9002,89.25,2,1,1,1,0.25,1,0,22,2002,1,0,0,0,0,0,0,0,0,1,370.0,386,-4
116.414019,40.121777,74.22,2,1,1,1,0.5,0,0,6,2000,0,0,0,1,0,1,0,0,0,0,297.0,233,21
116.512916,39.966511,89.5,2,2,1,1,0.28600000000000003,1,0,24,2008,1,0,0,0,0,0,0,0,0,1,356.0,450,-26
116.395202,39.961718,48.1,1,1,1,1,0.28600000000000003,1,1,15,1994,0,0,1,0,0,1,0,0,0,0,528.5,567,-7
116.6512,39.898186,64.94,1,0,1,1,0.182,1,1,24,2005,0,0,1,0,0,0,0,0,0,1,200.0,269,-34
116.304415,39.918055,59.5,3,1,1,1,0.333,0,1,5,1988,0,0,0,1,0,1,0,0,0,0,600.0,512,14
116.454898,39.931723,41.19,1,1,1,1,0.2,1,1,18,1988,1,0,0,0,0,0,0,0,0,1,244.5,287,-17
116.456991,39.956732,77.53,3,1,1,1,0.5,0,0,5,1966,0,0,0,1,0,0,0,0,0,1,439.8,494,-12
116.367231,40.088456,93.11,2,1,1,1,0.5,0,1,6,2006,0,0,0,1,0,1,0,0,0,0,515.0,391,23
116.27588,40.17221,89.0,3,1,1,1,0.667,1,0,18,2009,0,0,0,1,0,0,0,0,0,1,380.0,383,0
116.445445,39.93257,41.2,1,1,1,1,0.25,0,1,6,1993,0,0,0,1,0,1,0,0,0,0,257.0,315,-22
116.484588,40.008404,90.74,2,2,1,1,0.4,1,1,21,2006,0,0,1,0,0,0,0,0,0,1,515.0,535,-4
116.198841,39.929432,130.85,3,1,1,2,0.5,1,0,17,2004,0,0,1,0,0,0,0,0,0,1,690.0,711,-3
116.118409,39.937888,151.0,3,2,1,2,0.333,1,0,15,2006,0,0,0,1,0,0,0,0,0,1,426.0,455,-7
116.301709,39.919502,44.4,1,1,1,1,0.077,1,1,12,1992,1,0,0,0,0,0,0,0,0,1,340.0,354,-4
116.476874,39.92923,64.0,2,1,1,1,0.333,0,1,5,1964,0,0,0,1,0,0,0,0,0,1,305.0,347,-13
116.414356,39.869475,83.83,2,1,1,1,0.333,1,1,13,2005,0,0,1,0,0,0,0,0,0,1,540.0,354,34
116.350565,39.733387,69.43,2,1,1,1,0.25,0,0,6,1994,0,0,0,1,0,1,0,0,0,0,238.0,184,22
116.501958,39.882586,65.3,1,1,1,1,0.333,1,1,11,2004,0,0,0,1,0,0,0,0,0,1,450.0,354,21
116.463494,39.955288,56.87,2,1,1,1,0.333,0,1,6,1981,0,0,0,1,0,1,0,0,0,0,332.0,356,-7
116.445785,40.077726,94.34,2,1,1,1,0.5,0,0,6,2003,0,0,0,1,0,1,0,0,0,0,392.0,323,17
116.172299,39.931943,101.39,2,1,1,1,0.375,1,1,24,2003,1,0,0,0,0,0,0,0,0,1,381.0,377,0
116.561978,39.877145,53.84,1,1,1,1,0.2,1,0,20,2005,1,0,0,0,0,0,0,0,0,1,265.0,233,11
116.518451,39.92401,117.22,2,2,1,2,0.3,1,1,21,2003,1,0,0,0,0,0,0,0,0,1,470.0,494,-5
116.16608,39.77107700000001,57.91,1,1,1,1,0.4,1,0,14,2011,0,0,0,1,0,0,0,0,0,1,190.0,143,24
116.345917,40.066018,67.0,2,1,1,1,0.5,0,1,6,1993,0,0,0,1,0,1,0,0,0,0,359.5,293,18
116.34431399999998,40.034975,87.02,2,1,1,1,0.5,0,0,6,2005,0,0,0,1,0,1,0,0,0,0,555.0,590,-6
116.689244,39.873245,99.09,2,2,1,2,0.5,0,1,5,2005,0,0,0,1,0,0,0,0,0,1,477.0,488,-2
116.48853,39.976064,67.64,2,1,1,1,0.25,1,1,23,1991,1,0,0,0,0,0,0,0,0,1,330.0,341,-3
116.432862,39.948968,98.83,3,1,1,1,0.667,1,1,14,2003,0,0,0,1,0,0,0,0,0,1,1150.0,853,25
116.445785,40.077726,63.4,1,1,1,1,0.5,0,0,6,2003,0,0,0,1,0,1,0,0,0,0,287.0,270,5
116.377413,39.970565,58.9,2,1,1,1,0.333,0,0,5,1980,0,0,0,1,0,1,0,0,0,0,606.0,632,-4
116.16608,39.77107700000001,86.17,2,1,1,1,0.333,1,0,14,2011,1,0,0,0,0,0,0,0,0,1,175.0,220,-25
116.38026200000002,39.888135,130.81,2,1,1,1,0.16699999999999998,1,1,13,2000,1,0,0,0,0,0,0,0,0,1,470.0,869,-85
116.343739,39.981113,58.15,3,1,1,1,0.5,0,1,6,1990,0,0,0,1,0,1,0,0,0,0,570.0,498,12
116.4471,39.879796,145.0,3,2,1,2,0.5,1,1,17,2004,0,0,0,1,0,0,0,0,0,1,1120.0,1075,4
116.354228,39.982477,78.8,2,1,1,1,0.25,1,1,19,1998,1,0,0,0,0,0,0,0,0,1,535.0,638,-19
116.353594,40.088104,65.35,1,1,1,1,0.5,0,1,7,2003,0,0,0,1,0,1,0,0,0,0,215.0,296,-37
116.343244,40.063366,175.35,3,2,1,2,0.5,0,1,6,1999,0,0,0,1,0,1,0,0,0,0,710.0,487,31
116.39391,39.842515,81.2,2,1,1,1,0.5,1,0,15,2010,0,0,1,0,0,0,0,0,0,1,525.0,399,23
116.476576,39.936798,57.82,2,1,1,1,0.333,1,1,18,1985,1,0,0,0,0,0,0,0,0,1,324.0,362,-12
116.372841,40.080111,71.28,2,1,1,1,0.5,0,1,6,1995,0,0,0,1,0,1,0,0,0,0,438.0,306,30
116.335491,39.780886,88.87,2,2,1,1,0.667,1,1,27,2010,0,0,1,0,0,0,0,0,0,1,500.0,438,12
116.233676,40.231785,59.28,2,1,1,1,0.333,0,0,5,1984,0,0,0,1,0,1,0,0,0,0,147.5,212,-43
116.265669,39.894045,55.52,1,1,1,1,0.273,1,0,28,2004,1,0,0,0,0,0,0,0,0,1,249.5,226,9
116.475341,39.880705,42.19,1,1,1,1,0.333,0,1,6,1991,0,0,0,1,0,0,0,1,0,0,191.0,207,-8
116.232365,40.235529,59.74,2,1,1,1,0.333,0,0,5,1986,0,0,0,1,0,1,0,0,0,0,217.0,216,0
116.316672,39.98346,126.0,2,2,1,2,0.273,1,1,22,2004,1,0,0,0,0,0,0,0,0,1,1000.0,928,7
116.347797,39.976432,104.42,3,1,1,1,0.25,1,1,27,2001,1,0,0,0,0,0,0,0,0,1,930.0,858,7
116.460123,39.899975,50.16,2,1,1,1,0.333,0,1,6,1981,0,0,0,1,0,1,0,0,0,0,190.0,281,-48
116.334045,39.757413,67.39,2,1,1,1,0.5,0,1,6,1994,0,0,0,1,0,1,0,0,0,0,200.0,246,-23
116.659766,40.128078,56.94,2,1,1,1,0.333,0,1,6,1987,0,0,0,1,0,0,0,1,0,0,175.0,221,-26
116.438762,39.854215,56.82,1,2,1,1,0.25,1,1,18,2003,0,0,1,0,0,0,0,0,0,1,317.0,234,26
116.504579,39.795716,125.0,3,2,1,2,0.5,1,0,9,2006,0,0,0,1,0,0,0,0,0,1,570.0,569,0
116.30313,39.950488,49.0,2,1,1,1,0.25,1,1,21,1993,1,0,0,0,0,0,0,0,0,1,359.0,417,-16
116.38926399999998,39.886874,72.35,2,1,1,1,0.28600000000000003,1,1,14,2003,0,0,1,0,0,0,0,0,0,1,868.0,592,31
116.560215,40.093,101.95,3,1,1,1,0.333,1,1,11,2007,0,0,1,0,0,0,0,0,0,1,305.0,350,-15
116.511679,39.923959,76.55,2,1,1,1,0.4,1,1,28,2008,0,0,1,0,0,0,0,0,0,1,491.0,359,26
116.382098,39.848059,43.0,1,0,1,1,0.16699999999999998,0,1,6,1995,0,0,0,1,0,1,0,0,0,0,140.0,233,-66
116.247907,39.839983,45.29,1,1,1,1,0.25,1,0,22,2007,0,0,1,0,0,0,0,0,0,1,140.0,208,-48
116.506464,39.924544,88.14,2,1,1,1,0.3,1,1,28,2009,1,0,0,0,0,0,0,0,0,1,508.0,495,2
116.154608,39.726495,69.0,1,1,1,1,0.25,1,0,15,2013,0,0,0,1,0,0,0,0,0,1,175.0,232,-33
116.481581,39.938271,61.07,2,1,1,1,0.125,1,1,14,1990,0,0,1,0,0,0,0,0,0,1,281.0,377,-34
116.16608,39.77107700000001,92.76,2,2,1,1,0.333,1,0,14,2011,1,0,0,0,0,0,0,0,0,1,185.0,225,-21
116.297475,39.839905,71.59,1,1,1,1,0.3,1,1,30,2004,1,0,0,0,0,0,0,0,0,1,422.5,308,27
116.43934099999998,40.082372,107.53,2,1,1,2,0.5,0,0,6,2004,0,0,0,1,0,1,0,0,0,0,546.0,350,35
116.336918,39.893507,64.28,2,1,1,1,0.25,0,1,6,1996,0,0,0,1,0,1,0,0,0,0,527.0,501,4
116.468902,39.882519,59.77,2,1,1,1,0.25,1,1,16,1988,1,0,0,0,0,0,0,0,0,1,270.0,342,-26
116.404579,39.978491,61.5,2,1,1,1,0.333,0,1,6,1984,0,0,0,1,0,1,0,0,0,0,375.0,410,-9
116.386248,40.069552,227.2,4,2,1,2,1.0,1,0,21,2008,0,0,1,0,0,0,0,0,0,1,825.0,754,8
116.428411,40.135623,64.7,1,1,1,1,0.5,0,0,6,2003,0,0,0,1,0,1,0,0,0,0,170.0,218,-28
116.648422,40.137571,63.96,2,1,1,1,0.5,0,1,6,1994,0,0,0,1,0,1,0,0,0,0,270.0,227,15
116.446995,39.961109,49.39,2,1,1,1,0.333,0,0,6,1989,0,0,0,1,0,1,0,0,0,0,348.0,334,3
116.429293,39.872461,46.39,1,1,1,1,0.158,1,1,32,2005,1,0,0,0,0,0,0,0,0,1,327.0,245,24
116.40635,40.052459000000006,74.96,2,1,1,1,0.333,0,0,6,1998,0,0,0,1,0,1,0,0,0,0,210.0,272,-29
116.695201,39.934643,56.85,2,1,1,1,0.5,0,0,5,2000,0,0,0,1,0,1,0,0,0,0,269.0,247,7
116.343245,39.900529,28.49,1,1,1,1,0.077,1,1,12,2005,1,0,0,0,0,0,0,0,0,1,332.0,307,7
116.504432,39.960357,123.59,2,1,1,2,0.5,1,0,12,2000,0,0,0,1,0,0,0,0,0,1,895.0,758,15
116.35572,40.01918,76.07,2,1,1,1,0.25,1,0,22,2003,1,0,0,0,0,0,0,0,0,1,485.0,501,-3
116.557573,39.954333,56.66,2,1,1,1,0.333,0,0,5,1980,0,0,0,1,0,1,0,0,0,0,295.0,268,9
116.354215,40.083501,99.04,2,1,1,1,0.5,0,0,6,2003,0,0,0,1,0,0,0,1,0,0,400.0,385,3
116.370835,39.867038,53.43,1,1,1,1,0.182,1,0,18,2002,1,0,0,0,0,0,0,0,0,1,215.0,284,-32
116.521988,39.927428000000006,55.58,1,1,1,1,0.16699999999999998,1,1,20,2006,1,0,0,0,0,0,0,0,0,1,328.5,306,6
116.387828,39.852874,69.01,3,1,1,1,0.5,0,1,6,1993,0,0,0,1,0,1,0,0,0,0,255.0,306,-20
116.311823,39.97856,71.1,3,1,1,1,0.5,1,1,10,1989,0,0,0,1,0,0,0,0,0,1,675.0,620,8
116.355368,39.882268,54.6,2,1,1,1,0.333,0,0,6,1982,0,0,0,1,0,1,0,0,0,0,436.8,409,6
116.511545,39.904464,89.0,2,1,1,1,0.5,1,1,7,2009,0,0,0,1,0,0,0,0,0,1,588.0,561,4
116.335787,39.90730900000001,57.1,2,1,1,1,0.333,0,1,6,1983,0,0,0,1,0,1,0,0,0,0,338.0,464,-37
116.508281,39.915816,72.03,1,1,1,1,0.16699999999999998,1,1,9,2008,0,0,0,1,0,0,0,0,0,1,298.0,426,-42
116.527591,39.826956,86.13,2,1,1,1,0.5,0,0,6,2000,0,0,0,1,0,1,0,0,0,0,410.0,270,34
116.362593,39.940019,57.3,2,1,1,1,0.28600000000000003,1,1,16,1999,1,0,0,0,0,1,0,0,0,0,515.0,528,-2
116.265774,40.170928,31.0,1,0,1,1,0.2,1,0,18,2010,0,0,1,0,0,0,0,0,0,1,113.0,104,7
116.372987,39.87308,74.66,2,1,1,1,0.5,0,0,6,2000,0,0,0,1,0,1,0,0,0,0,480.0,454,5
116.457526,39.8764,74.7,2,1,1,1,0.25,1,0,28,2009,1,0,0,0,0,0,0,0,0,1,213.5,302,-41
116.51152,39.901436,90.91,2,1,1,1,0.5,1,1,24,2007,0,0,1,0,0,0,0,0,0,1,583.0,547,6
116.337461,40.086345,90.54,2,1,1,1,0.5,0,1,6,2000,0,0,0,1,0,1,0,0,0,0,430.0,378,11
116.601064,40.051325,44.32,1,1,1,1,0.5,0,0,5,1996,0,0,0,1,0,1,0,0,0,0,122.0,134,-10
116.37785,39.842419,34.61,1,0,0,1,0.174,1,1,21,2009,1,0,0,0,0,0,0,0,0,1,122.2,128,-5
116.392255,39.979138,54.96,2,1,1,1,0.5,0,1,6,1982,0,0,0,1,0,1,0,0,0,0,405.0,369,8
116.664848,39.94292700000001,56.99,1,1,1,1,0.333,0,0,6,2004,0,0,0,1,0,1,0,0,0,0,255.0,264,-3
116.469961,39.965058,37.46,1,1,1,1,0.25,0,1,6,1987,0,0,0,1,0,1,0,0,0,0,275.0,222,19
116.647632,39.940239,86.45,2,1,1,1,0.25,1,0,9,2010,0,0,0,1,0,0,0,0,0,1,410.0,361,11
116.425063,40.044097,38.04,1,0,1,1,0.2,1,1,20,2011,0,0,1,0,0,0,0,0,0,1,137.4,157,-14
116.254113,40.220461,68.0,2,1,1,1,0.5,0,0,5,1993,0,0,0,1,0,1,0,0,0,0,245.0,215,11
116.483319,39.915337,38.87,1,1,1,1,0.14300000000000002,1,1,14,1984,1,0,0,0,0,0,0,0,0,1,315.0,240,23
116.476467,39.888742,60.45,2,1,1,1,0.333,0,1,6,1992,0,0,0,1,0,1,0,0,0,0,240.0,350,-46
116.612765,39.905006,88.91,2,2,1,1,0.5,0,0,6,2005,0,0,0,1,0,0,0,0,0,1,480.0,357,25
116.581295,39.910614,58.91,1,1,1,1,0.333,0,1,6,2004,0,0,0,1,0,1,0,0,0,0,205.0,248,-21
116.354295,39.891958,58.7,2,1,1,1,0.5,0,0,5,1992,0,0,0,1,0,1,0,0,0,0,446.0,489,-9
116.355475,39.955386,82.01,3,1,1,1,0.25,1,1,16,1990,1,0,0,0,0,0,0,0,0,1,800.0,679,15
116.455939,39.94241,101.73,1,1,1,1,0.5,1,0,21,2007,0,0,1,0,0,0,0,0,0,1,593.0,667,-12
116.481385,39.874867,91.95,3,1,1,1,0.2,1,1,24,1996,1,0,0,0,0,0,0,0,0,1,441.0,386,12
116.565224,39.954527,105.57,2,1,1,1,0.5,0,0,6,2004,0,0,0,1,0,1,0,0,0,0,470.0,443,5
116.447756,39.896508,52.12,2,1,1,1,0.25,0,1,6,2004,0,0,0,1,0,0,0,0,0,1,450.0,434,3
116.616422,39.931941,51.48,1,1,1,1,0.333,1,1,29,2010,1,0,0,0,0,0,0,0,0,1,197.0,221,-12
116.524943,39.934762,104.29,2,1,1,1,0.5,1,1,9,2007,0,0,0,1,0,0,0,0,0,1,688.0,642,6
116.433989,39.973135,48.2,2,1,1,1,0.333,0,1,4,1980,0,0,0,1,0,0,0,1,0,0,410.0,312,23
116.31681,39.768231,38.0,2,2,1,2,0.192,1,0,12,2013,0,0,1,0,0,0,0,0,0,1,255.0,275,-7
116.295536,39.848391,63.9,2,1,1,1,0.5,0,1,6,1995,0,0,0,1,0,1,0,0,0,0,208.0,280,-34
116.344985,39.891739,48.61,1,0,1,1,0.2,1,1,24,2004,1,0,0,0,0,0,0,0,0,1,350.0,383,-9
116.603501,39.919667,66.24,1,1,1,1,0.2,1,1,18,2000,1,0,0,0,0,0,0,0,0,1,335.0,257,23
116.309431,39.842691,76.17,1,1,1,1,0.3,1,1,27,2006,1,0,0,0,0,0,0,0,0,1,300.0,439,-46
116.267177,39.927799,110.79,2,1,1,2,0.5,0,0,6,2005,0,0,0,1,0,0,0,0,0,1,810.0,866,-7
116.372042,39.884188,57.92,2,1,1,1,0.5,0,1,6,1980,0,0,0,1,0,1,0,0,0,0,593.0,461,22
116.247008,39.906426,89.13,2,2,1,1,0.667,1,0,26,2007,0,0,1,0,0,0,0,0,0,1,480.0,562,-17
116.472175,40.017522,71.59,1,1,1,1,0.25,1,1,16,1999,1,0,0,0,0,0,0,0,0,1,326.0,384,-17
116.424289,39.970682,111.64,2,2,1,2,0.333,1,1,16,2002,0,0,1,0,0,0,0,0,0,1,840.0,854,-1
116.441833,39.866749,79.92,2,1,1,1,0.25,1,1,17,1995,0,0,1,0,0,0,0,0,0,1,590.0,454,22
116.578313,39.90790300000001,59.32,3,0,1,1,0.333,0,0,5,1982,0,0,0,1,0,1,0,0,0,0,166.0,220,-32
116.475515,40.008231,55.51,1,0,1,1,0.6,1,1,30,2004,0,0,1,0,0,0,0,0,0,1,260.0,239,8
116.429292,40.111125,75.0,2,1,1,1,0.5,0,0,7,1999,0,0,0,1,0,1,0,0,0,0,315.0,243,22
116.524034,39.828866,92.57,3,1,1,1,0.333,1,0,9,2010,0,0,1,0,0,0,0,0,0,1,510.0,463,9
116.332299,39.885776,69.72,2,1,1,1,0.4,1,1,18,2006,0,0,1,0,0,0,0,0,0,1,568.0,472,16
116.164506,39.731851,103.1,3,1,1,1,0.5,0,1,6,2005,0,0,0,1,0,0,0,1,0,0,166.8,240,-44
116.358797,40.083529,94.04,2,1,1,1,0.5,0,0,6,2003,0,0,0,1,0,1,0,0,0,0,374.4,386,-3
116.367835,39.870721,56.83,2,1,1,1,0.5,0,0,6,1990,0,0,0,1,0,1,0,0,0,0,300.0,320,-6
116.347869,39.876814,86.24,2,1,1,1,0.4,1,0,18,2008,1,0,0,0,0,0,0,0,0,1,800.0,619,22
116.336918,39.893507,41.44,1,1,1,1,0.25,1,1,18,1997,1,0,0,0,0,0,0,0,0,1,338.0,336,0
116.414019,40.121777,95.71,3,1,1,2,0.5,0,0,6,2000,0,0,0,1,0,1,0,0,0,0,347.0,343,0
116.224768,39.904248,48.36,1,1,1,1,0.25,1,0,18,1996,1,0,0,0,0,0,0,0,0,1,259.0,209,19
116.476921,39.983744,53.65,2,1,1,1,0.333,0,0,6,1991,0,0,0,1,0,1,0,0,0,0,380.0,336,11
116.527974,39.895003,89.99,2,1,1,1,0.5,0,0,6,2006,0,0,0,1,0,1,0,0,0,0,435.0,343,20
116.386555,40.0865,89.83,2,2,1,1,0.333,1,0,10,2009,0,0,0,1,0,0,0,0,0,1,359.0,410,-14
116.655566,39.883931,162.52,3,3,1,2,0.5,1,0,11,2003,0,0,1,0,0,0,0,0,0,1,738.0,569,22
116.298736,39.934527,45.2,1,1,1,1,0.333,0,1,12,1996,0,0,1,0,0,0,0,0,0,1,294.0,357,-21
116.483671,39.895896,135.17,3,2,1,2,0.3,1,1,22,2007,1,0,0,0,0,0,0,0,0,1,1030.0,869,15
116.368316,39.892214,54.73,1,1,1,1,0.25,1,1,19,1999,1,0,0,0,0,0,0,0,0,1,528.0,409,22
116.24553799999998,40.220033,60.0,1,1,1,1,0.16699999999999998,0,1,6,1993,1,0,0,0,0,1,0,0,0,0,164.0,204,-24
116.481564,39.933347,59.49,2,1,1,1,0.333,0,1,6,1987,0,0,0,1,0,1,0,0,0,0,359.0,356,0
116.330198,40.07422800000001,97.31,2,2,1,1,0.5,1,1,9,2006,0,0,0,1,0,0,0,0,0,1,348.5,446,-28
116.387363,39.864499,56.68,2,1,1,1,0.5,0,1,6,1990,0,0,0,1,0,0,0,1,0,0,198.0,279,-41
116.557273,39.918665,50.24,2,2,1,1,0.5,0,1,6,1994,0,0,0,1,0,1,0,0,0,0,195.0,267,-37
116.505503,39.906184,87.61,2,1,1,1,0.5,1,1,26,2009,0,0,1,0,0,0,0,0,0,1,500.0,606,-21
116.652458,39.879142,117.19,3,2,1,2,0.5,0,0,6,2008,0,0,0,1,0,1,0,0,0,0,417.0,464,-11
116.247008,39.906426,134.25,2,2,1,1,1.0,1,1,21,2006,0,0,1,0,0,0,0,0,0,1,642.0,767,-19
116.476271,39.871602,177.35,3,2,1,2,0.5,1,0,8,2004,0,0,0,1,0,0,0,0,0,1,1010.0,1058,-4
116.229624,39.915004,50.25,2,1,1,1,0.5,0,0,6,1983,0,0,0,1,0,0,0,0,0,1,252.0,241,4
116.559953,40.117154,116.05,3,2,1,2,0.5,1,1,9,2013,0,0,1,0,0,0,0,0,0,1,666.0,629,5
116.518854,39.939588,141.85,3,2,1,2,0.667,1,0,27,2006,0,0,1,0,0,0,0,0,0,1,699.0,763,-9
116.652626,39.909058,77.71,3,1,1,1,0.5,0,1,6,1995,0,0,0,1,0,0,0,1,0,0,251.0,316,-25
116.659929,39.908429,69.24,2,1,1,1,0.25,0,1,6,1982,0,0,0,1,0,1,0,0,0,0,230.0,287,-24
116.588913,39.92214600000001,66.84,2,1,1,1,0.5,0,0,6,2000,0,0,0,1,0,0,0,1,0,0,304.0,274,9
116.469531,39.88522,52.75,2,1,1,1,0.5,0,1,6,1986,0,0,0,1,0,0,0,1,0,0,238.0,246,-3
116.366335,39.877194,63.0,2,1,1,1,0.333,0,0,6,1987,0,0,0,1,0,1,0,0,0,0,500.0,477,4
116.484121,39.925196,55.47,2,1,1,1,0.333,0,1,6,1977,0,0,0,1,0,0,0,0,0,1,253.0,328,-29
116.440069,39.902423,125.93,3,1,1,2,0.5,1,1,9,2003,0,0,0,1,0,0,0,0,0,1,1145.0,942,17
116.514316,39.918722,66.36,1,1,1,1,0.4,1,0,18,2007,1,0,0,0,0,0,0,0,0,1,339.5,387,-14
116.422213,39.968073,62.66,2,1,1,1,0.5,0,1,6,1996,0,0,0,1,0,1,0,0,0,0,490.0,495,-1
116.435611,39.948432,78.02,2,1,1,1,1.3330000000000002,1,1,11,2002,0,0,1,0,0,0,0,0,0,1,610.0,679,-11
116.567327,40.074819,124.35,3,1,1,2,0.5,0,1,6,2005,0,0,0,1,0,1,0,0,0,0,288.0,406,-41
116.521774,39.94004,95.4,2,1,1,1,0.5,1,0,27,2007,0,0,1,0,0,0,0,0,0,1,660.0,563,14
116.636725,40.031531,96.51,2,2,1,1,0.5,0,0,7,1999,0,0,0,1,0,1,0,0,0,0,243.0,260,-7
116.58468,39.935758,77.93,2,1,1,1,0.2,1,1,11,2007,0,0,0,1,0,0,0,0,0,1,340.0,400,-17
116.299198,39.838131,59.79,1,1,1,1,0.909,1,1,28,2005,1,0,0,0,0,0,0,0,0,1,273.0,210,22
116.306494,39.841008,208.76,3,2,1,2,1.0,1,1,29,2005,1,0,0,0,0,0,0,0,0,1,1200.0,941,21
116.48154,39.918388,53.95,1,0,1,1,0.3,1,1,30,2002,1,0,0,0,0,0,0,0,0,1,275.0,334,-21
116.369702,39.890309,67.49,1,0,1,1,0.188,1,1,22,2004,1,0,0,0,0,0,0,0,0,1,267.0,409,-53
116.654682,40.125799,117.34,3,1,1,2,0.5,1,0,9,2004,0,0,0,1,0,1,0,0,0,0,421.0,446,-5
116.418047,39.876106,41.95,1,1,1,1,0.25,0,1,6,1995,0,0,0,1,0,1,0,0,0,0,258.0,319,-23
116.07251399999998,39.678855,85.56,2,1,1,1,0.5,0,0,15,2013,0,0,0,1,0,0,0,0,0,1,259.0,245,5
116.437967,40.001107,72.65,2,1,1,1,0.333,0,1,6,1996,0,0,0,1,0,1,0,0,0,0,448.0,485,-8
116.199293,39.938056,75.02,2,1,1,1,0.5,0,0,6,2000,0,0,0,1,0,1,0,0,0,0,340.6,311,8
116.416888,39.850187,36.5,1,1,1,1,0.333,0,1,5,1985,0,0,0,1,0,0,0,1,0,0,145.0,192,-32
116.530553,39.921425,59.51,1,1,1,1,0.25,1,0,24,2003,1,0,0,0,0,0,0,0,0,1,275.0,308,-12
116.352331,39.894131,61.92,2,1,1,1,0.333,0,1,6,1987,0,0,0,1,0,1,0,0,0,0,735.0,484,34
116.648422,40.137571,49.65,2,1,1,1,0.333,0,1,6,1994,0,0,0,1,0,1,0,0,0,0,154.0,227,-47
116.585783,39.880057,58.81,1,1,1,1,0.5,0,0,6,2004,0,0,0,1,0,1,0,0,0,0,171.0,235,-37
116.431552,40.082903,107.12,2,2,1,2,0.333,1,0,18,2005,0,0,0,1,0,0,0,0,0,1,448.0,333,25
116.380249,40.00708,186.01,3,1,1,2,1.0,1,1,23,2006,0,0,1,0,0,0,0,0,0,1,920.0,1161,-26
116.344557,39.780149,93.58,2,2,1,1,0.333,0,1,6,2001,0,0,0,1,0,1,0,0,0,0,326.0,376,-15
